Show,EpId,clips,Prolongation,Block,SoundRep,WordRep,NoStutteredWords,Interjection,Unsure,PoorAudioQuality,DifficultToUnderstand,NaturalPause,Music,NoSpeech
HeStutters,14,40,5.0,2.5,5.0,7.5,80.0,17.5,0.0,0.0,2.5,7.5,0.0,0.0
HeStutters,15,196,31.122448979591837,14.285714285714285,14.795918367346939,15.306122448979592,28.57142857142857,30.612244897959183,0.0,0.0,5.612244897959184,8.16326530612245,0.0,0.5102040816326531
HeStutters,16,214,20.093457943925234,22.897196261682243,23.83177570093458,9.345794392523365,28.037383177570092,17.75700934579439,0.0,8.878504672897195,17.289719626168225,6.074766355140187,1.4018691588785046,5.607476635514018
HeStutters,17,40,17.5,0.0,2.5,10.0,67.5,25.0,0.0,0.0,0.0,0.0,2.5,2.5
HeStutters,18,217,5.529953917050691,5.990783410138248,19.35483870967742,17.050691244239633,52.07373271889401,29.953917050691242,0.0,10.138248847926267,0.4608294930875576,13.36405529953917,0.0,0.0
HeStutters,19,183,10.92896174863388,12.021857923497267,3.825136612021858,6.557377049180328,58.46994535519126,27.86885245901639,0.0,0.0,0.546448087431694,10.382513661202186,0.0,0.546448087431694
HeStutters,20,261,7.2796934865900385,8.42911877394636,11.11111111111111,7.662835249042145,54.406130268199234,31.417624521072796,0.0,7.2796934865900385,16.85823754789272,5.747126436781609,0.7662835249042145,0.7662835249042145
HeStutters,21,221,2.262443438914027,13.574660633484163,11.76470588235294,25.339366515837103,45.248868778280546,26.69683257918552,0.0,0.4524886877828055,3.167420814479638,5.88235294117647,0.0,0.4524886877828055
HeStutters,22,207,7.729468599033816,12.560386473429952,19.806763285024154,28.985507246376812,37.19806763285024,36.231884057971016,0.0,0.4830917874396135,1.932367149758454,8.212560386473431,0.0,0.4830917874396135
HeStutters,23,215,7.906976744186046,11.627906976744185,30.697674418604652,14.418604651162791,40.46511627906977,31.16279069767442,0.0,0.46511627906976744,0.46511627906976744,8.837209302325581,0.0,0.0
IStutterSoWhat,0,198,8.080808080808081,12.121212121212121,18.68686868686869,11.11111111111111,50.505050505050505,23.232323232323232,0.0,0.0,0.5050505050505051,14.646464646464647,7.575757575757576,3.0303030303030303
IStutterSoWhat,1,140,15.714285714285714,15.0,41.42857142857143,2.857142857142857,34.285714285714285,20.0,0.0,0.7142857142857143,0.0,15.714285714285714,1.4285714285714286,0.0
IStutterSoWhat,2,201,17.412935323383085,19.402985074626866,37.3134328358209,6.467661691542288,25.37313432835821,14.925373134328357,0.0,0.4975124378109453,12.437810945273633,4.477611940298507,2.4875621890547266,1.9900497512437811
IStutterSoWhat,3,159,10.69182389937107,15.09433962264151,35.22012578616352,8.80503144654088,40.25157232704403,28.930817610062892,0.0,0.0,1.257861635220126,8.176100628930817,6.918238993710692,0.628930817610063
IStutterSoWhat,4,172,7.55813953488372,11.627906976744185,15.69767441860465,1.1627906976744187,61.627906976744185,13.953488372093023,0.5813953488372093,4.651162790697675,12.209302325581394,14.534883720930234,1.1627906976744187,0.5813953488372093
MyStutteringLife,0,40,2.5,2.5,5.0,2.5,85.0,0.0,0.0,0.0,2.5,20.0,2.5,0.0
MyStutteringLife,1,40,2.5,5.0,2.5,0.0,87.5,5.0,0.0,0.0,0.0,7.5,0.0,0.0
MyStutteringLife,2,40,17.5,20.0,7.5,12.5,42.5,5.0,0.0,0.0,2.5,5.0,5.0,2.5
MyStutteringLife,3,40,17.5,12.5,12.5,2.5,52.5,25.0,0.0,5.0,0.0,20.0,0.0,0.0
MyStutteringLife,4,40,5.0,20.0,10.0,2.5,57.49999999999999,5.0,0.0,0.0,7.5,17.5,5.0,0.0
MyStutteringLife,5,40,5.0,7.5,5.0,0.0,77.5,15.0,0.0,0.0,0.0,7.5,2.5,0.0
MyStutteringLife,6,40,12.5,2.5,7.5,10.0,65.0,30.0,0.0,0.0,0.0,2.5,0.0,0.0
MyStutteringLife,7,194,12.886597938144329,9.793814432989691,8.24742268041237,14.948453608247423,49.48453608247423,27.835051546391753,0.0,0.0,2.0618556701030926,18.04123711340206,1.0309278350515463,0.0
MyStutteringLife,8,40,2.5,15.0,5.0,7.5,65.0,25.0,0.0,0.0,0.0,7.5,0.0,0.0
MyStutteringLife,9,40,5.0,10.0,2.5,2.5,72.5,5.0,0.0,0.0,0.0,17.5,0.0,0.0
MyStutteringLife,10,40,12.5,10.0,7.5,2.5,60.0,7.5,0.0,0.0,0.0,7.5,5.0,0.0
MyStutteringLife,11,40,7.5,2.5,0.0,0.0,87.5,0.0,0.0,0.0,0.0,32.5,2.5,0.0
MyStutteringLife,12,40,7.5,17.5,7.5,7.5,62.5,20.0,0.0,0.0,2.5,7.5,0.0,0.0
MyStutteringLife,13,40,5.0,7.5,12.5,12.5,67.5,5.0,0.0,0.0,0.0,15.0,2.5,2.5
MyStutteringLife,14,40,5.0,7.5,7.5,10.0,65.0,10.0,0.0,0.0,2.5,7.5,2.5,0.0
MyStutteringLife,15,40,10.0,10.0,2.5,5.0,60.0,5.0,0.0,0.0,5.0,25.0,0.0,0.0
MyStutteringLife,16,40,10.0,5.0,7.5,10.0,70.0,32.5,0.0,0.0,0.0,27.500000000000004,0.0,0.0
MyStutteringLife,17,40,5.0,10.0,7.5,12.5,65.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0
MyStutteringLife,18,40,7.5,5.0,5.0,12.5,67.5,12.5,0.0,0.0,0.0,15.0,5.0,0.0
MyStutteringLife,19,40,2.5,2.5,0.0,0.0,90.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
MyStutteringLife,20,40,15.0,10.0,2.5,5.0,70.0,42.5,0.0,2.5,0.0,10.0,0.0,0.0
MyStutteringLife,21,40,0.0,2.5,5.0,0.0,87.5,2.5,0.0,0.0,2.5,7.5,0.0,0.0
MyStutteringLife,22,40,7.5,12.5,7.5,7.5,62.5,12.5,0.0,0.0,5.0,5.0,0.0,0.0
MyStutteringLife,23,180,3.3333333333333335,9.444444444444445,4.444444444444445,15.555555555555555,61.111111111111114,22.22222222222222,0.0,1.1111111111111112,3.888888888888889,20.555555555555554,0.0,0.0
MyStutteringLife,24,40,2.5,10.0,12.5,0.0,72.5,0.0,0.0,0.0,0.0,10.0,2.5,2.5
MyStutteringLife,25,40,2.5,12.5,2.5,2.5,65.0,15.0,0.0,0.0,2.5,5.0,0.0,0.0
MyStutteringLife,26,40,10.0,7.5,5.0,2.5,77.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MyStutteringLife,27,40,5.0,7.5,2.5,2.5,80.0,2.5,0.0,0.0,0.0,7.5,0.0,0.0
MyStutteringLife,28,40,7.5,17.5,7.5,12.5,57.49999999999999,0.0,0.0,0.0,0.0,7.5,0.0,0.0
MyStutteringLife,29,40,2.5,20.0,2.5,0.0,70.0,2.5,0.0,0.0,0.0,25.0,2.5,0.0
MyStutteringLife,30,179,10.614525139664805,11.731843575418994,7.262569832402235,3.35195530726257,62.56983240223464,4.4692737430167595,0.0,0.0,0.0,20.11173184357542,2.2346368715083798,1.675977653631285
MyStutteringLife,31,40,7.5,5.0,0.0,0.0,77.5,0.0,0.0,0.0,0.0,10.0,0.0,2.5
MyStutteringLife,32,172,7.55813953488372,13.953488372093023,11.627906976744185,2.9069767441860463,56.395348837209305,9.30232558139535,0.0,0.0,0.0,23.837209302325583,0.0,0.0
MyStutteringLife,33,40,2.5,10.0,10.0,0.0,72.5,2.5,0.0,0.0,0.0,10.0,2.5,0.0
MyStutteringLife,34,40,7.5,17.5,5.0,10.0,60.0,7.5,0.0,0.0,0.0,10.0,0.0,0.0
MyStutteringLife,35,214,12.149532710280374,11.682242990654206,11.214953271028037,5.14018691588785,53.73831775700935,19.158878504672895,0.0,0.9345794392523363,3.2710280373831773,14.953271028037381,2.803738317757009,0.46728971962616817
MyStutteringLife,36,40,5.0,0.0,2.5,5.0,90.0,5.0,0.0,0.0,0.0,5.0,2.5,0.0
MyStutteringLife,37,40,12.5,2.5,2.5,0.0,82.5,0.0,0.0,0.0,0.0,17.5,2.5,0.0
MyStutteringLife,38,40,7.5,7.5,0.0,17.5,65.0,32.5,0.0,0.0,0.0,2.5,5.0,0.0
MyStutteringLife,39,40,0.0,10.0,7.5,2.5,72.5,40.0,0.0,0.0,2.5,5.0,2.5,0.0
StrongVoices,0,40,12.5,10.0,0.0,0.0,77.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0
StrongVoices,1,40,5.0,7.5,0.0,0.0,80.0,0.0,0.0,0.0,2.5,10.0,0.0,0.0
StrongVoices,2,40,10.0,10.0,0.0,0.0,70.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
StrongVoices,3,40,5.0,20.0,0.0,2.5,65.0,32.5,0.0,0.0,2.5,0.0,2.5,0.0
StrongVoices,4,40,2.5,5.0,5.0,7.5,80.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0
StrongVoices,5,40,12.5,12.5,0.0,0.0,57.49999999999999,2.5,0.0,0.0,2.5,10.0,0.0,0.0
StrongVoices,6,215,15.348837209302326,20.46511627906977,1.3953488372093024,0.9302325581395349,59.53488372093023,5.5813953488372094,0.0,2.7906976744186047,4.651162790697675,9.767441860465116,1.3953488372093024,0.0
StrongVoices,7,40,7.5,10.0,0.0,2.5,80.0,5.0,0.0,0.0,2.5,7.5,0.0,0.0
StrongVoices,8,40,17.5,12.5,0.0,0.0,65.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5
StrongVoices,9,40,10.0,5.0,0.0,0.0,87.5,2.5,0.0,0.0,2.5,0.0,0.0,0.0
StrongVoices,10,220,22.272727272727273,17.272727272727273,0.9090909090909091,0.9090909090909091,50.90909090909091,8.181818181818182,0.0,0.45454545454545453,1.3636363636363635,7.727272727272727,0.45454545454545453,0.0
StrongVoices,11,40,25.0,2.5,0.0,0.0,57.49999999999999,7.5,0.0,5.0,2.5,5.0,0.0,0.0
StrongVoices,12,40,2.5,12.5,2.5,2.5,77.5,0.0,0.0,0.0,2.5,2.5,0.0,0.0
StrongVoices,13,40,5.0,7.5,2.5,0.0,82.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StrongVoices,14,40,12.5,7.5,0.0,5.0,80.0,0.0,0.0,0.0,2.5,5.0,7.5,2.5
StrongVoices,15,40,10.0,7.5,0.0,5.0,75.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
StrongVoices,16,40,5.0,7.5,0.0,5.0,82.5,5.0,0.0,0.0,2.5,5.0,0.0,0.0
StrongVoices,17,40,30.0,5.0,0.0,2.5,50.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
StrongVoices,18,40,17.5,7.5,0.0,2.5,72.5,10.0,0.0,0.0,0.0,0.0,2.5,5.0
StrongVoices,19,40,22.5,7.5,0.0,0.0,60.0,15.0,0.0,0.0,0.0,7.5,0.0,0.0
StrongVoices,20,40,17.5,0.0,0.0,2.5,80.0,12.5,0.0,0.0,0.0,5.0,0.0,0.0
StrongVoices,21,198,7.575757575757576,21.21212121212121,2.525252525252525,2.525252525252525,62.62626262626263,3.0303030303030303,0.0,0.5050505050505051,6.565656565656567,10.606060606060606,0.5050505050505051,0.5050505050505051
StrongVoices,22,40,10.0,12.5,7.5,7.5,60.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0
StrongVoices,23,272,22.058823529411764,28.676470588235293,3.6764705882352944,1.8382352941176472,41.911764705882355,9.191176470588236,0.0,0.0,4.044117647058823,6.25,0.3676470588235294,0.3676470588235294
StrongVoices,24,40,7.5,7.5,0.0,2.5,72.5,5.0,0.0,0.0,0.0,7.5,0.0,0.0
StrongVoices,25,40,15.0,20.0,0.0,0.0,57.49999999999999,20.0,0.0,0.0,0.0,0.0,0.0,0.0
StrongVoices,26,40,15.0,20.0,5.0,0.0,55.00000000000001,5.0,0.0,0.0,0.0,5.0,2.5,0.0
StrongVoices,27,40,17.5,15.0,0.0,5.0,52.5,25.0,0.0,0.0,0.0,2.5,0.0,0.0
StrongVoices,28,40,5.0,7.5,0.0,0.0,82.5,2.5,0.0,0.0,2.5,0.0,0.0,0.0
StrongVoices,29,40,7.5,10.0,0.0,2.5,82.5,7.5,0.0,0.0,2.5,7.5,0.0,0.0
StrongVoices,30,40,12.5,12.5,0.0,0.0,65.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0
StrongVoices,31,40,17.5,12.5,2.5,2.5,65.0,7.5,0.0,0.0,0.0,5.0,2.5,2.5
StrongVoices,32,203,24.137931034482758,13.793103448275861,2.4630541871921183,1.9704433497536946,58.128078817733986,5.911330049261084,0.0,0.0,1.9704433497536946,7.8817733990147785,2.4630541871921183,0.0
StrongVoices,33,40,0.0,2.5,0.0,7.5,85.0,5.0,0.0,0.0,0.0,12.5,0.0,0.0
StrongVoices,34,40,12.5,22.5,5.0,2.5,60.0,7.5,0.0,0.0,2.5,10.0,2.5,0.0
StutterTalk,0,40,20.0,32.5,10.0,7.5,40.0,10.0,0.0,5.0,0.0,22.5,0.0,0.0
StutterTalk,1,40,5.0,20.0,10.0,2.5,55.00000000000001,30.0,0.0,0.0,2.5,5.0,0.0,2.5
StutterTalk,2,40,0.0,12.5,10.0,15.0,57.49999999999999,52.5,0.0,0.0,0.0,17.5,0.0,0.0
StutterTalk,3,40,5.0,22.5,20.0,2.5,42.5,10.0,0.0,0.0,7.5,2.5,0.0,5.0
StutterTalk,4,40,2.5,5.0,0.0,7.5,75.0,47.5,0.0,0.0,0.0,20.0,0.0,0.0
StutterTalk,5,40,5.0,10.0,0.0,12.5,70.0,25.0,0.0,0.0,0.0,15.0,2.5,0.0
StutterTalk,6,231,6.493506493506493,4.761904761904762,12.987012987012985,13.852813852813853,60.17316017316018,41.125541125541126,0.0,0.0,1.2987012987012987,14.285714285714285,0.4329004329004329,0.8658008658008658
StutterTalk,7,40,2.5,2.5,17.5,15.0,52.5,17.5,0.0,0.0,0.0,0.0,0.0,0.0
StutterTalk,8,189,7.4074074074074066,4.761904761904762,3.1746031746031744,23.28042328042328,57.67195767195767,38.095238095238095,0.0,0.5291005291005291,0.5291005291005291,21.693121693121693,0.5291005291005291,0.0
StutterTalk,9,40,5.0,10.0,5.0,7.5,67.5,7.5,0.0,0.0,5.0,10.0,0.0,0.0
StutterTalk,10,40,2.5,0.0,17.5,12.5,67.5,20.0,0.0,0.0,0.0,2.5,2.5,2.5
StutterTalk,11,40,2.5,12.5,15.0,17.5,57.49999999999999,7.5,0.0,0.0,0.0,5.0,2.5,2.5
StutterTalk,12,40,27.500000000000004,5.0,5.0,7.5,45.0,42.5,0.0,2.5,0.0,5.0,0.0,0.0
StutterTalk,13,40,5.0,10.0,0.0,2.5,77.5,22.5,0.0,0.0,2.5,5.0,5.0,2.5
StutterTalk,14,40,5.0,5.0,0.0,12.5,70.0,20.0,0.0,0.0,2.5,20.0,0.0,0.0
StutterTalk,15,40,7.5,7.5,0.0,15.0,67.5,12.5,0.0,0.0,0.0,7.5,0.0,0.0
StutterTalk,16,40,0.0,25.0,40.0,22.5,22.5,12.5,0.0,0.0,2.5,7.5,0.0,0.0
StutterTalk,17,40,10.0,15.0,0.0,7.5,70.0,17.5,0.0,0.0,2.5,7.5,2.5,0.0
StutterTalk,18,40,0.0,12.5,2.5,15.0,62.5,25.0,0.0,0.0,0.0,25.0,0.0,0.0
StutterTalk,19,40,2.5,2.5,7.5,10.0,82.5,7.5,0.0,0.0,5.0,5.0,0.0,0.0
StutterTalk,20,40,5.0,15.0,17.5,25.0,35.0,30.0,0.0,0.0,0.0,7.5,2.5,0.0
StutterTalk,21,40,0.0,10.0,5.0,10.0,70.0,12.5,0.0,0.0,0.0,17.5,0.0,0.0
StutterTalk,22,40,7.5,10.0,7.5,27.500000000000004,52.5,20.0,0.0,0.0,2.5,2.5,0.0,0.0
StutterTalk,23,40,7.5,2.5,5.0,2.5,82.5,15.0,0.0,0.0,0.0,10.0,0.0,0.0
StutterTalk,24,40,7.5,10.0,0.0,5.0,67.5,22.5,0.0,0.0,5.0,2.5,2.5,2.5
StutterTalk,25,186,1.0752688172043012,8.60215053763441,6.451612903225806,15.053763440860216,64.51612903225806,22.043010752688172,0.0,0.0,1.0752688172043012,18.27956989247312,0.5376344086021506,0.0
StutterTalk,26,198,1.5151515151515151,13.636363636363635,4.040404040404041,15.151515151515152,61.61616161616161,21.71717171717172,0.0,2.0202020202020203,0.0,21.71717171717172,1.0101010101010102,0.0
StutterTalk,27,40,10.0,32.5,12.5,17.5,27.500000000000004,30.0,0.0,0.0,7.5,0.0,0.0,0.0
StutterTalk,28,40,0.0,17.5,30.0,7.5,55.00000000000001,20.0,0.0,0.0,2.5,15.0,2.5,2.5
StutterTalk,29,40,5.0,7.5,0.0,2.5,85.0,7.5,0.0,0.0,0.0,10.0,0.0,0.0
StutterTalk,30,40,2.5,15.0,5.0,5.0,60.0,40.0,0.0,0.0,2.5,2.5,0.0,0.0
StutterTalk,31,40,5.0,2.5,2.5,20.0,65.0,17.5,0.0,0.0,0.0,5.0,2.5,2.5
StutterTalk,32,40,0.0,0.0,2.5,7.5,90.0,22.5,0.0,0.0,0.0,15.0,0.0,0.0
StutterTalk,33,204,16.666666666666664,9.313725490196079,5.88235294117647,9.313725490196079,52.450980392156865,26.96078431372549,0.0,0.0,1.9607843137254901,7.8431372549019605,0.49019607843137253,0.0
StutterTalk,34,40,7.5,17.5,2.5,7.5,60.0,15.0,0.0,0.0,5.0,0.0,2.5,2.5
StutterTalk,35,40,5.0,15.0,70.0,10.0,10.0,25.0,0.0,5.0,2.5,0.0,0.0,0.0
StutterTalk,36,40,12.5,15.0,5.0,7.5,50.0,10.0,0.0,0.0,0.0,5.0,2.5,0.0
StutterTalk,37,192,13.541666666666666,8.854166666666668,13.541666666666666,11.979166666666668,51.041666666666664,15.625,0.0,0.5208333333333333,2.604166666666667,11.979166666666668,1.0416666666666665,0.0
StutterTalk,38,40,27.500000000000004,15.0,5.0,12.5,42.5,22.5,0.0,0.0,0.0,0.0,0.0,0.0
StutterTalk,39,40,0.0,5.0,5.0,7.5,85.0,2.5,0.0,0.0,0.0,7.5,0.0,0.0
StutterTalk,40,40,7.5,10.0,2.5,10.0,72.5,20.0,0.0,0.0,2.5,5.0,0.0,0.0
StutterTalk,41,40,5.0,7.5,5.0,12.5,72.5,20.0,0.0,0.0,0.0,15.0,2.5,2.5
StutterTalk,42,40,0.0,20.0,2.5,0.0,70.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
StutterTalk,43,222,15.765765765765765,11.711711711711711,4.954954954954955,9.90990990990991,51.80180180180181,14.864864864864865,0.0,0.0,0.0,10.36036036036036,0.45045045045045046,0.45045045045045046
StutterTalk,44,40,0.0,2.5,5.0,10.0,85.0,45.0,0.0,2.5,0.0,17.5,0.0,0.0
StutterTalk,45,40,2.5,7.5,7.5,22.5,62.5,7.5,0.0,0.0,0.0,7.5,2.5,0.0
StutterTalk,46,40,12.5,12.5,5.0,7.5,65.0,17.5,0.0,2.5,0.0,10.0,2.5,0.0
StutterTalk,47,40,2.5,15.0,0.0,15.0,65.0,7.5,0.0,0.0,5.0,12.5,0.0,0.0
StutterTalk,48,40,0.0,15.0,2.5,17.5,65.0,25.0,0.0,0.0,0.0,12.5,0.0,0.0
StutterTalk,49,40,0.0,2.5,5.0,15.0,75.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
StutterTalk,50,40,7.5,7.5,7.5,15.0,62.5,22.5,0.0,0.0,2.5,2.5,0.0,0.0
StutterTalk,51,40,5.0,5.0,0.0,17.5,77.5,45.0,0.0,0.0,0.0,5.0,2.5,0.0
StutterTalk,52,40,0.0,5.0,5.0,5.0,82.5,12.5,0.0,0.0,5.0,5.0,2.5,0.0
StutterTalk,53,40,5.0,20.0,5.0,10.0,60.0,20.0,0.0,0.0,2.5,7.5,0.0,0.0
StutterTalk,54,40,5.0,12.5,7.5,15.0,60.0,30.0,0.0,0.0,2.5,20.0,0.0,0.0
StutterTalk,55,40,5.0,12.5,5.0,2.5,70.0,10.0,0.0,0.0,2.5,25.0,2.5,0.0
StutterTalk,56,40,5.0,12.5,12.5,17.5,57.49999999999999,12.5,0.0,0.0,10.0,7.5,0.0,0.0
StutterTalk,57,40,7.5,15.0,12.5,2.5,45.0,22.5,0.0,0.0,7.5,7.5,0.0,0.0
StutterTalk,58,40,5.0,7.5,27.500000000000004,12.5,57.49999999999999,27.500000000000004,0.0,5.0,5.0,2.5,0.0,0.0
StutterTalk,59,40,0.0,17.5,0.0,10.0,70.0,32.5,0.0,0.0,2.5,10.0,0.0,0.0
StutterTalk,60,40,2.5,0.0,0.0,15.0,80.0,42.5,0.0,0.0,0.0,17.5,0.0,0.0
StutterTalk,61,40,0.0,5.0,0.0,0.0,92.5,5.0,0.0,0.0,0.0,27.500000000000004,0.0,0.0
StutterTalk,62,40,7.5,15.0,2.5,5.0,65.0,20.0,0.0,5.0,0.0,7.5,5.0,2.5
StutterTalk,63,175,12.0,18.857142857142858,24.571428571428573,22.285714285714285,29.714285714285715,30.28571428571429,0.0,1.1428571428571428,2.857142857142857,5.142857142857142,0.5714285714285714,1.1428571428571428
StutterTalk,64,206,16.019417475728158,12.62135922330097,3.8834951456310676,7.766990291262135,54.85436893203883,21.35922330097087,0.0,0.0,0.9708737864077669,13.106796116504855,4.368932038834951,1.9417475728155338
StutterTalk,65,40,15.0,5.0,10.0,7.5,65.0,17.5,0.0,0.0,5.0,0.0,0.0,0.0
StutterTalk,66,40,25.0,2.5,0.0,10.0,60.0,25.0,0.0,2.5,5.0,7.5,0.0,0.0
StutterTalk,67,40,5.0,12.5,15.0,10.0,50.0,25.0,0.0,5.0,7.5,0.0,0.0,2.5
StutterTalk,68,220,13.18181818181818,9.545454545454547,2.727272727272727,8.181818181818182,65.45454545454545,40.45454545454545,0.0,0.0,4.545454545454546,13.636363636363635,2.727272727272727,0.45454545454545453
StutterTalk,69,40,20.0,2.5,5.0,7.5,65.0,5.0,0.0,0.0,0.0,2.5,0.0,5.0
StutterTalk,70,40,10.0,7.5,2.5,5.0,77.5,7.5,0.0,0.0,2.5,2.5,0.0,2.5
StutterTalk,71,40,15.0,15.0,7.5,2.5,62.5,15.0,0.0,0.0,0.0,2.5,0.0,0.0
StutterTalk,72,201,16.91542288557214,17.412935323383085,13.930348258706468,12.437810945273633,38.308457711442784,11.940298507462686,0.0,0.0,1.9900497512437811,12.935323383084576,0.9950248756218906,0.0
StutterTalk,73,40,0.0,15.0,7.5,15.0,57.49999999999999,35.0,0.0,0.0,0.0,17.5,0.0,0.0
StutterTalk,74,40,0.0,15.0,7.5,7.5,62.5,37.5,0.0,0.0,2.5,12.5,2.5,2.5
StutterTalk,75,40,15.0,10.0,5.0,5.0,62.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0
StutterTalk,76,40,10.0,17.5,5.0,7.5,65.0,47.5,2.5,0.0,0.0,5.0,0.0,0.0
StutterTalk,77,40,10.0,10.0,12.5,20.0,50.0,25.0,0.0,2.5,0.0,12.5,0.0,0.0
StutterTalk,78,40,0.0,5.0,0.0,0.0,87.5,27.500000000000004,0.0,5.0,2.5,12.5,0.0,0.0
StutterTalk,79,40,20.0,7.5,2.5,7.5,65.0,40.0,0.0,0.0,0.0,7.5,0.0,0.0
StutterTalk,80,40,0.0,7.5,0.0,0.0,90.0,0.0,0.0,0.0,0.0,12.5,90.0,0.0
StutterTalk,81,40,0.0,5.0,7.5,0.0,85.0,0.0,0.0,0.0,0.0,20.0,77.5,0.0
StutteringIsCool,0,40,2.5,5.0,5.0,12.5,77.5,10.0,0.0,5.0,2.5,2.5,7.5,0.0
StutteringIsCool,1,40,10.0,5.0,7.5,5.0,65.0,15.0,0.0,2.5,2.5,10.0,0.0,0.0
StutteringIsCool,2,40,0.0,10.0,5.0,12.5,75.0,5.0,0.0,2.5,7.5,7.5,2.5,0.0
StutteringIsCool,3,40,7.5,15.0,2.5,7.5,72.5,22.5,0.0,0.0,0.0,15.0,0.0,0.0
StutteringIsCool,4,40,5.0,7.5,0.0,5.0,82.5,15.0,0.0,5.0,12.5,20.0,0.0,0.0
StutteringIsCool,5,40,10.0,12.5,10.0,7.5,60.0,32.5,0.0,0.0,5.0,2.5,2.5,2.5
StutteringIsCool,6,40,7.5,22.5,10.0,0.0,50.0,27.500000000000004,0.0,0.0,0.0,10.0,5.0,2.5
StutteringIsCool,7,40,7.5,0.0,0.0,7.5,75.0,20.0,0.0,0.0,0.0,7.5,2.5,0.0
StutteringIsCool,8,40,0.0,5.0,2.5,22.5,60.0,50.0,0.0,0.0,2.5,10.0,0.0,0.0
StutteringIsCool,9,40,2.5,7.5,5.0,0.0,72.5,17.5,2.5,7.5,17.5,7.5,10.0,2.5
